timestamp,ax,ay,az,distance
2019_12_20_12_56_24,0.045201462897007716,-0.13317884280136208,0.06604114810719208,55.5070267649258
2019_12_20_12_56_24,0.07767216602200772,-0.11706556155136208,0.06237903873219208,26726193476354.438
2019_12_20_12_56_24,0.06595341602200772,-0.14025892092636208,0.08508411685719208,53.08842176409329
2019_12_20_12_56_24,0.039586228522007716,-0.13098157717636208,0.08020130435719208,1130.2507690429688
2019_12_20_12_56_25,0.08499638477200772,-0.09533704592636208,0.13684192935719208,52.0937683582306
2019_12_20_12_56_25,0.09695927539700772,-0.11218274905136208,0.10217396060719208,50.40153218718136
2019_12_20_12_56_25,0.056920212897007716,-0.16491712405136208,0.010377085607192083,48.003947370192584
2019_12_20_12_56_25,0.039342087897007716,-0.08361829592636208,0.15710560123219208,26723967395822.555
2019_12_20_12_56_25,-0.08712275585299228,-0.12878431155136208,0.06579700748219208,50.324860520923835
2019_12_20_12_56_25,0.14847294727200772,-0.16198743655136208,0.014771616857192083,3768.708629065401
2019_12_20_12_56_25,0.015172166022007716,-0.12756360842636208,0.031129038732192083,26721741310274.047
2019_12_20_12_56_25,0.011754197272007716,-0.10729993655136208,0.08020130435719208,61.14038111602559
2019_12_20_12_56_25,-0.030482130852992284,-0.11315931155136208,0.020630991857192083,3884.5296174287796
2019_12_20_12_56_25,0.044469041022007716,-0.10437024905136208,0.05969349185719208,53.85089281166301
2019_12_20_12_56_26,0.057164353522007716,-0.20104993655136208,0.0001231793571920825,55.306688904762275
2019_12_20_12_56_26,0.08279911914700772,-0.11535657717636208,0.11438099185719208,26688349959471.484
2019_12_20_12_56_26,0.10477177539700772,-0.09802259280136208,0.08044544498219208,52.78413842565873
2019_12_20_12_56_26,0.07474247852200772,-0.13513196780136208,0.10852161685719208,1138.0793696291305
2019_12_20_12_56_26,0.028599900397007716,-0.16296399905136208,0.05432239810719208,55.70862951278687
2019_12_20_12_56_26,0.09988896289700772,-0.14904798342636208,0.06555286685719208,55.248987575138315
2019_12_20_12_56_26,0.059117478522007716,-0.09021009280136208,0.05578724185719208,52.84915140656864
2019_12_20_12_56_26,0.10062138477200772,-0.10119642092636208,0.10217396060719208,49.97998964646283
2019_12_20_12_56_26,0.047642869147007716,-0.11682142092636208,0.06701771060719208,47.06233501153834
2019_12_20_12_56_26,-0.026087599602992284,-0.05383313967636208,0.11779896060719208,43.41324618143194
2019_12_20_12_56_27,0.046666306647007716,-0.12707532717636208,0.04089466373219208,44.37502153200261
2019_12_20_12_56_27,0.020299119147007716,-0.09045423342636208,0.03845325748219208,46.73515616865719
2019_12_20_12_56_27,0.046666306647007716,-0.09924329592636208,0.07727161685719208,50.933682851230394
2019_12_20_12_56_27,-0.001673537102992284,-0.07604993655136208,0.08191028873219208,48.767646532900194
2019_12_20_12_56_27,0.028355759772007716,-0.13391126467636208,0.07873646060719208,49.63236410337336
2019_12_20_12_56_27,0.040074509772007716,-0.10217298342636208,0.09460560123219208,26721741342340.465
2019_12_20_12_56_27,0.016148728522007716,-0.15148938967636208,0.030640757482192083,55.140006145308995
2019_12_20_12_56_27,-0.006312208977992284,-0.11706556155136208,0.07409778873219208,1321.5228103890138
2019_12_20_12_56_27,-0.003870802727992284,-0.10998548342636208,0.09948841373219208,55.745998141344856
2019_12_20_12_56_27,0.08865849414700772,-0.07214368655136208,0.12194935123219208,54.43630542334389
2019_12_20_12_56_28,0.08035771289700772,-0.09045423342636208,0.09607044498219208,52.77201621672687
2019_12_20_12_56_28,0.08646122852200772,-0.13635267092636208,0.04504505435719208,56.52586024929496
2019_12_20_12_56_28,0.033970994147007716,-0.12683118655136208,0.07165638248219208,54.44545934200287
2019_12_20_12_56_28,-0.042200880852992284,-0.15490735842636208,0.05871692935719208,52.8814799897811
2019_12_20_12_56_28,0.10306279102200772,-0.11975110842636208,0.026246226232192083,54.444386222783265
2019_12_20_12_56_28,0.048863572272007716,-0.10925306155136208,0.03991810123219208,53.450859916911405
2019_12_20_12_56_28,-0.003870802727992284,-0.14709485842636208,0.03772083560719208,54.783779799236974
2019_12_20_12_56_28,0.013951462897007716,-0.09484876467636208,0.06018177310719208,59.617023526920995
2019_12_20_12_56_28,-0.015101271477992284,-0.13488782717636208,0.03942981998219208,55.88742391221664
2019_12_20_12_56_28,0.011021775397007716,-0.12902845217636208,0.05114856998219208,53.32195693605086
2019_12_20_12_56_29,0.09207646289700772,-0.12097181155136208,0.07141224185719208,50.16748183755313
2019_12_20_12_56_29,0.025914353522007716,-0.10046399905136208,0.06652942935719208,44.57416784763337
2019_12_20_12_56_29,-0.004847365227992284,-0.08459485842636208,0.06823841373219208,26726193552394.94
2019_12_20_12_56_29,0.005650681647007716,-0.09216321780136208,0.06872669498219208,47.96349426858565
2019_12_20_12_56_29,0.013951462897007716,-0.16394056155136208,0.026490366857192083,3794.0542383039697
2019_12_20_12_56_29,0.015172166022007716,-0.11169446780136208,0.08191028873219208,51.89545820180107
2019_12_20_12_56_29,-0.030726271477992284,-0.11413587405136208,0.08581653873219208,54.60233242792241
2019_12_20_12_56_29,0.052769822272007716,-0.10949720217636208,0.04309192935719208,55.49547249008628
2019_12_20_12_56_29,0.056431931647007716,-0.16052259280136208,0.031129038732192083,54.57014387495378
2019_12_20_12_56_29,0.041051072272007716,-0.10998548342636208,0.06335560123219208,52.24672049634597
2019_12_20_12_56_30,-0.017542677727992284,-0.12829603030136208,0.04333606998219208,26723967475612.246
2019_12_20_12_56_30,0.026890916022007716,-0.08068860842636208,0.09802356998219208,51.612840628623964
2019_12_20_12_56_30,0.017613572272007716,-0.11413587405136208,0.027711069982192083,1169.5188262939453
2019_12_20_12_56_30,-0.048792677727992284,-0.10900892092636208,0.028443491857192083,26730645752499.812
2019_12_20_12_56_30,0.020787400397007716,-0.12341321780136208,0.04162708560719208,54.45700325825635
2019_12_20_12_56_30,0.047642869147007716,-0.10168470217636208,0.05334583560719208,3799.259140201176
2019_12_20_12_56_30,-0.017542677727992284,-0.10705579592636208,0.05432239810719208,56.42954199734856
2019_12_20_12_56_30,-0.015345412102992284,-0.13000501467636208,0.014283335607192083,54.08929625398972
2019_12_20_12_56_30,-0.005823927727992284,-0.10021985842636208,0.10510364810719208,55.459105863290674
2019_12_20_12_56_30,0.048375291022007716,-0.06433118655136208,0.09436146060719208,54.04080741826226
2019_12_20_12_56_31,-0.013636427727992284,-0.14074720217636208,0.04406849185719208,51.604500952888934
2019_12_20_12_56_31,0.08401982227200772,-0.08068860842636208,0.07092396060719208,26723967494190.133
2019_12_20_12_56_31,0.022008103522007716,-0.16906751467636208,0.03894153873219208,45.4499469238169
2019_12_20_12_56_31,0.06326786914700772,-0.09484876467636208,0.03332630435719208,1166.7761441693588
2019_12_20_12_56_31,0.12137333789700772,0.0057371728236379205,0.08142200748219208,47.27257409796995
2019_12_20_12_56_31,0.06766240039700772,-0.04797376467636208,0.06945911685719208,45.158709669113165
2019_12_20_12_56_31,-0.13521845897799228,-0.12048353030136208,0.05822864810719208,48.02815143501057
2019_12_20_12_56_31,-0.07808955272799228,-0.08068860842636208,0.04480091373219208,47.0988224366132
2019_12_20_12_56_31,0.028111619147007716,-0.11730970217636208,-0.013060414392807917,50.96475584506988
2019_12_20_12_56_31,0.044469041022007716,-0.06457532717636208,0.08581653873219208,55.46718733591192
2019_12_20_12_56_32,-0.050257521477992284,-0.05700696780136208,0.08215442935719208,53.9362000170876
2019_12_20_12_56_32,-0.029749708977992284,-0.12634290530136208,0.04528919498219208,61.083810807676876
2019_12_20_12_56_32,0.006138962897007716,-0.07604993655136208,0.05041614810719208,59.100691185278045
2019_12_20_12_56_32,0.058140916022007716,-0.06091321780136208,0.06164661685719208,60.80198287683375
2019_12_20_12_56_32,0.06473271289700772,-0.10144056155136208,0.06945911685719208,61.32630643844605
2019_12_20_12_56_32,0.07156865039700772,-0.06774915530136208,0.13610950748219208,59.482377109808084
2019_12_20_12_56_32,0.09158818164700772,-0.08508313967636208,0.03650013248219208,58.163162272116715
2019_12_20_12_56_32,0.08987919727200772,-0.09851087405136208,0.08386341373219208,58.48561735994676
2019_12_20_12_56_32,0.047154587897007716,-0.08117688967636208,0.11291614810719208,55.45102439066943
2019_12_20_12_56_32,0.009068650397007716,-0.09021009280136208,0.08825794498219208,50.90519604121938
2019_12_20_12_56_33,0.026646775397007716,-0.07531751467636208,0.11828724185719208,47.96821562121896
2019_12_20_12_56_33,0.07693974414700772,-0.10998548342636208,0.020630991857192083,48.50903911029591
2019_12_20_12_56_33,0.10623661914700772,-0.10949720217636208,0.05725208560719208,49.27684296159183
2019_12_20_12_56_33,-0.06685908397799228,-0.06164563967636208,0.10046497623219208,26728419712610.918
2019_12_20_12_56_33,0.059605759772007716,-0.11389173342636208,0.020875132482192083,48.57370443063624
2019_12_20_12_56_33,-0.08419306835299228,-0.08215345217636208,0.07360950748219208,3773.356748212085
2019_12_20_12_56_33,0.035191697272007716,-0.13366712405136208,0.027222788732192083,26723967536597.492
2019_12_20_12_56_33,-0.010462599602992284,-0.11218274905136208,0.11804310123219208,54.078100419044496
2019_12_20_12_56_33,0.11478154102200772,-0.11096204592636208,0.027955210607192083,3692.708598661423
2019_12_20_12_56_33,0.019322556647007716,-0.06774915530136208,0.15442005435719208,55.19701476237353
2019_12_20_12_56_34,0.10281865039700772,-0.10681165530136208,0.05456653873219208,54.95390002727508
